Geo Code,Geo,Crime Code,Crime,Value,Year,Indicator Code,Formule,Measure Of Unit
11D1707,Murça,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1708,Peso da Régua,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701115,Amadora,2,Theft/purse snatching,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701116,Odivelas,2,Theft/purse snatching,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701502,Alcochete,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701503,Almada,2,Theft/purse snatching,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701504,Barreiro,2,Theft/purse snatching,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701506,Moita,2,Theft/purse snatching,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701507,Montijo,2,Theft/purse snatching,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701508,Palmela,2,Theft/purse snatching,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701510,Seixal,2,Theft/purse snatching,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701511,Sesimbra,2,Theft/purse snatching,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701512,Setúbal,2,Theft/purse snatching,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
18,Alentejo,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
181,Alentejo Litoral,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1810211,Odemira,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811501,Alcácer do Sal,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811505,Grândola,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861214,Portalegre,2,Theft/purse snatching,0.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861215,Sousel,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
187,Alentejo Central,2,Theft/purse snatching,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870701,Alandroal,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870702,Arraiolos,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870703,Borba,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870704,Estremoz,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870705,Évora,2,Theft/purse snatching,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870706,Montemor-o-Novo,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870707,Mora,2,Theft/purse snatching,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870708,Mourão,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870709,Portel,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870710,Redondo,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870711,Reguengos de Monsaraz,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870712,Vendas Novas,2,Theft/purse snatching,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870713,Viana do Alentejo,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870714,Vila Viçosa,2,Theft/purse snatching,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2,Região Autónoma dos Açores,2,Theft/purse snatching,0.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
20,Região Autónoma dos Açores,2,Theft/purse snatching,0.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004601,Lajes do Pico,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004602,Madalena,3,Theft of and from motor vehicles,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004603,São Roque do Pico,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004701,Horta,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004801,Lajes das Flores,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004802,Santa Cruz das Flores,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004901,Corvo,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3,Região Autónoma da Madeira,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
30,Região Autónoma da Madeira,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
300,Região Autónoma da Madeira,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003101,Calheta,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003102,Câmara de Lobos,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003103,Funchal,3,Theft of and from motor vehicles,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003104,Machico,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003105,Ponta do Sol,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003106,Porto Moniz,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003107,Ribeira Brava,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003108,Santa Cruz,3,Theft of and from motor vehicles,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1805,Lamego,3,Theft of and from motor vehicles,0.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1807,Moimenta da Beira,3,Theft of and from motor vehicles,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1812,Penedono,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1815,São João da Pesqueira,3,Theft of and from motor vehicles,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1818,Sernancelhe,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1819,Tabuaço,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1820,Tarouca,3,Theft of and from motor vehicles,0.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E,Terras de Trás-os-Montes,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0401,Alfândega da Fé,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0402,Bragança,3,Theft of and from motor vehicles,2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0405,Macedo de Cavaleiros,3,Theft of and from motor vehicles,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0406,Miranda do Douro,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0407,Mirandela,3,Theft of and from motor vehicles,1.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0408,Mogadouro,3,Theft of and from motor vehicles,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0410,Vila Flor,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0411,Vimioso,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0412,Vinhais,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
15,Algarve,3,Theft of and from motor vehicles,3.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
150,Algarve,3,Theft of and from motor vehicles,3.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500802,Alcoutim,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500803,Aljezur,3,Theft of and from motor vehicles,8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500804,Castro Marim,3,Theft of and from motor vehicles,2.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500805,Faro,3,Theft of and from motor vehicles,5.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500806,Lagoa,3,Theft of and from motor vehicles,4.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500807,Lagos,3,Theft of and from motor vehicles,3.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500808,Loulé,3,Theft of and from motor vehicles,3.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500809,Monchique,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500810,Olhão,3,Theft of and from motor vehicles,4.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500811,Portimão,3,Theft of and from motor vehicles,3.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500812,São Brás de Alportel,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500813,Silves,3,Theft of and from motor vehicles,2.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500814,Tavira,3,Theft of and from motor vehicles,2.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500815,Vila do Bispo,3,Theft of and from motor vehicles,9.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500816,Vila Real de Santo António,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16,Centro,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B,Oeste,3,Theft of and from motor vehicles,2.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1001,Alcobaça,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1005,Bombarral,3,Theft of and from motor vehicles,1.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1006,Caldas da Rainha,3,Theft of and from motor vehicles,2.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1011,Nazaré,3,Theft of and from motor vehicles,7.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1012,Óbidos,3,Theft of and from motor vehicles,9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1014,Peniche,3,Theft of and from motor vehicles,4.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1101,Alenquer,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1102,Arruda dos Vinhos,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1104,Cadaval,3,Theft of and from motor vehicles,2.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1108,Lourinhã,3,Theft of and from motor vehicles,3.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1112,Sobral de Monte Agraço,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1113,Torres Vedras,3,Theft of and from motor vehicles,2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D,Região de Aveiro,3,Theft of and from motor vehicles,2.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1710,Sabrosa,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1711,Santa Marta de Penaguião,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1714,Vila Real,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1801,Armamar,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1,Continente,3,Theft of and from motor vehicles,3.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11,Norte,3,Theft of and from motor vehicles,4.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
111,Alto Minho,3,Theft of and from motor vehicles,2.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111601,Arcos de Valdevez,3,Theft of and from motor vehicles,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111602,Caminha,3,Theft of and from motor vehicles,3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111603,Melgaço,3,Theft of and from motor vehicles,1.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111604,Monção,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111605,Paredes de Coura,3,Theft of and from motor vehicles,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111606,Ponte da Barca,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111607,Ponte de Lima,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111608,Valença,3,Theft of and from motor vehicles,3.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111609,Viana do Castelo,3,Theft of and from motor vehicles,2.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111610,Vila Nova de Cerveira,3,Theft of and from motor vehicles,2.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
112,Cávado,3,Theft of and from motor vehicles,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120301,Amares,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120302,Barcelos,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120303,Braga,3,Theft of and from motor vehicles,3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120306,Esposende,3,Theft of and from motor vehicles,4.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120310,Terras de Bouro,3,Theft of and from motor vehicles,5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1120313,Vila Verde,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
119,Ave,3,Theft of and from motor vehicles,2.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190304,Cabeceiras de Basto,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190307,Fafe,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190308,Guimarães,3,Theft of and from motor vehicles,2.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190309,Póvoa de Lanhoso,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190311,Vieira do Minho,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190312,Vila Nova de Famalicão,3,Theft of and from motor vehicles,2.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1190314,Vizela,3,Theft of and from motor vehicles,1.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1191705,Mondim de Basto,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A,Área Metropolitana do Porto,3,Theft of and from motor vehicles,6.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0104,Arouca,3,Theft of and from motor vehicles,2.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0107,Espinho,3,Theft of and from motor vehicles,3.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0109,Santa Maria da Feira,3,Theft of and from motor vehicles,3.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0113,Oliveira de Azeméis,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0116,São João da Madeira,3,Theft of and from motor vehicles,3.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A0119,Vale de Cambra,3,Theft of and from motor vehicles,1.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1304,Gondomar,3,Theft of and from motor vehicles,3.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1306,Maia,3,Theft of and from motor vehicles,7.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1308,Matosinhos,3,Theft of and from motor vehicles,7.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1310,Paredes,3,Theft of and from motor vehicles,4.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1312,Porto,3,Theft of and from motor vehicles,18.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1313,Póvoa de Varzim,3,Theft of and from motor vehicles,4.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1314,Santo Tirso,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1315,Valongo,3,Theft of and from motor vehicles,3.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1316,Vila do Conde,3,Theft of and from motor vehicles,5.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0105,Aveiro,3,Theft of and from motor vehicles,3.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0108,Estarreja,3,Theft of and from motor vehicles,2.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0110,Ílhavo,3,Theft of and from motor vehicles,2.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0112,Murtosa,3,Theft of and from motor vehicles,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0114,Oliveira do Bairro,3,Theft of and from motor vehicles,1.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0115,Ovar,3,Theft of and from motor vehicles,2.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0117,Sever do Vouga,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0118,Vagos,3,Theft of and from motor vehicles,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E,Região de Coimbra,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0111,Mealhada,3,Theft of and from motor vehicles,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0601,Arganil,3,Theft of and from motor vehicles,0.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0602,Cantanhede,3,Theft of and from motor vehicles,1.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0603,Coimbra,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0604,Condeixa-a-Nova,3,Theft of and from motor vehicles,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0605,Figueira da Foz,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0606,Góis,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0607,Lousã,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0608,Mira,3,Theft of and from motor vehicles,3.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0609,Miranda do Corvo,3,Theft of and from motor vehicles,0.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0610,Montemor-o-Velho,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0611,Oliveira do Hospital,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0612,Pampilhosa da Serra,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0613,Penacova,3,Theft of and from motor vehicles,1.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0614,Penela,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0615,Soure,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0908,Manteigas,3,Theft of and from motor vehicles,1.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0909,Mêda,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0910,Pinhel,3,Theft of and from motor vehicles,0.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0911,Sabugal,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0912,Seia,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0913,Trancoso,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
17,Área Metropolitana de Lisboa,3,Theft of and from motor vehicles,3.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861211,Monforte,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861212,Nisa,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861213,Ponte de Sor,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840210,Moura,3,Theft of and from motor vehicles,0.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840212,Ourique,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840213,Serpa,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1840214,Vidigueira,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
185,Lezíria do Tejo,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851103,Azambuja,3,Theft of and from motor vehicles,1.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851403,Almeirim,3,Theft of and from motor vehicles,2.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851404,Alpiarça,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851405,Benavente,3,Theft of and from motor vehicles,2.5,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851406,Cartaxo,3,Theft of and from motor vehicles,2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851407,Chamusca,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851409,Coruche,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851412,Golegã,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851414,Rio Maior,3,Theft of and from motor vehicles,2.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851415,Salvaterra de Magos,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1851416,Santarém,3,Theft of and from motor vehicles,3.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
186,Alto Alentejo,3,Theft of and from motor vehicles,1.3,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861201,Alter do Chão,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861202,Arronches,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861203,Avis,3,Theft of and from motor vehicles,2.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861204,Campo Maior,3,Theft of and from motor vehicles,2.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861205,Castelo de Vide,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861206,Crato,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861207,Elvas,3,Theft of and from motor vehicles,3.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861208,Fronteira,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861209,Gavião,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861210,Marvão,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0616,Tábua,3,Theft of and from motor vehicles,0.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E0617,Vila Nova de Poiares,3,Theft of and from motor vehicles,0.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16E1808,Mortágua,3,Theft of and from motor vehicles,0.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F,Região de Leiria,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1002,Alvaiázere,3,Theft of and from motor vehicles,2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1003,Ansião,3,Theft of and from motor vehicles,0.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1004,Batalha,3,Theft of and from motor vehicles,2.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1007,Castanheira de Pêra,3,Theft of and from motor vehicles,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1008,Figueiró dos Vinhos,3,Theft of and from motor vehicles,1.4,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1009,Leiria,3,Theft of and from motor vehicles,1.8,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1010,Marinha Grande,3,Theft of and from motor vehicles,2.2,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1013,Pedrógão Grande,3,Theft of and from motor vehicles,2.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1015,Pombal,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16F1016,Porto de Mós,3,Theft of and from motor vehicles,0.9,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G,Viseu Dão Lafões,3,Theft of and from motor vehicles,1.7,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G0901,Aguiar da Beira,3,Theft of and from motor vehicles,,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1802,Carregal do Sal,3,Theft of and from motor vehicles,1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1803,Castro Daire,3,Theft of and from motor vehicles,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811509,Santiago do Cacém,3,Theft of and from motor vehicles,0.6,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811513,Sines,3,Theft of and from motor vehicles,1.1,2018,0008074,(Number of crimes/ Resident population)*1000,Permillage
